MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status
M06317,Type_05,53.25,2.37,222.5,10.78,2.159,874.9,0
M06318,Type_04,54.68,1.81,219.1,18.03,3.555,382.4,0
M06319,Type_16,54.73,1.35,201.5,14.89,2.7,529.5,1
M06320,Type_03,55.19,0.1,221.9,15.46,3.088,894.6,0
M06321,Type_02,65.57,1.53,218.6,19.29,3.795,115.0,0
M06322,Type_02,81.21,1.18,214.5,13.86,2.676,896.1,1
M06323,Type_20,73.88,2.33,220.5,11.71,2.324,476.9,0
M06324,Type_02,75.22,0.1,217.3,14.34,2.804,563.0,0
M06325,Type_25,54.18,0.56,213.5,6.34,1.218,445.2,1
M06326,Type_07,58.83,2.61,214.4,13.71,2.645,96.6,0
M06327,Type_20,57.65,0.34,236.9,15.52,3.309,860.2,1
M06328,Type_02,75.53,2.3,225.6,12.17,2.471,330.6,0
M06329,Type_12,65.27,3.71,224.5,14.48,2.926,506.6,0
M06330,Type_13,75.05,1.94,225.4,14.42,2.925,691.5,0
M06331,Type_19,66.37,2.85,200.0,19.14,3.445,298.4,1
M06332,Type_06,68.82,3.99,219.3,11.11,2.193,713.4,0
M06333,Type_10,63.86,4.26,226.4,17.03,3.47,229.2,0
M06334,Type_17,52.53,1.91,224.1,9.38,1.892,106.9,0
M06335,Type_12,56.23,1.48,220.6,17.07,3.389,690.1,0
M06336,Type_11,59.12,2.28,221.2,16.14,3.213,762.7,0
M06337,Type_24,74.03,3.41,216.0,18.85,3.664,964.9,0
M06338,Type_10,63.22,2.88,216.7,12.51,2.44,824.7,0
M06339,Type_05,68.9,1.52,228.0,15.97,3.277,664.6,0
M06340,Type_20,63.93,1.75,223.7,14.07,2.833,596.2,0
M06341,Type_03,51.76,1.19,217.9,12.68,2.487,980.9,0
M06342,Type_01,70.21,1.8,226.9,11.82,2.414,949.1,0
M06343,Type_07,61.6,3.46,218.6,14.67,2.886,563.1,0
M06344,Type_07,75.71,4.88,227.8,10.73,2.2,559.7,0
M06345,Type_07,53.42,3.52,221.9,16.9,3.375,834.9,0
M06346,Type_13,65.82,3.3,217.0,16.38,3.199,268.4,0
M06347,Type_23,59.46,1.4,215.1,15.48,2.997,819.7,0
M06348,Type_05,72.44,2.18,224.0,16.09,3.244,235.2,0
M06349,Type_13,57.44,2.26,215.3,12.67,2.455,414.8,0
M06350,Type_11,63.19,3.28,218.2,11.17,2.194,950.8,0
M06351,Type_21,74.54,2.45,218.7,11.02,2.169,187.5,0
M06352,Type_02,42.81,3.28,220.6,21.06,4.181,946.7,0
M06353,Type_02,85.03,3.52,214.0,13.71,2.641,352.4,1
M06354,Type_24,53.05,1.75,218.3,11.38,2.236,97.3,0
M06355,Type_11,64.09,1.58,222.7,14.31,2.868,744.9,0
M06356,Type_07,60.24,2.11,221.1,12.08,2.404,342.1,0
M06357,Type_13,67.01,0.35,215.1,12.97,2.511,219.6,0
M06358,Type_06,65.35,2.41,220.4,5.04,1.0,538.1,1
M06359,Type_15,70.23,1.39,212.5,18.13,3.467,544.9,0
M06360,Type_04,72.26,2.36,221.0,15.98,3.178,977.2,0
M06361,Type_16,74.99,2.39,226.9,13.03,2.661,448.9,0
M06362,Type_22,66.5,3.0,213.6,11.85,2.278,221.2,0
M06363,Type_06,58.81,3.74,220.0,19.0,3.762,998.7,0
M06364,Type_04,58.55,1.91,229.9,11.66,2.413,536.1,0
M06365,Type_22,64.45,2.18,223.1,15.16,3.044,335.9,0
M06366,Type_25,65.27,2.59,220.2,14.63,2.899,279.7,0
M06367,Type_23,70.55,2.04,205.2,17.76,3.28,238.3,0
M06368,Type_22,66.58,1.4,243.1,9.81,2.146,386.9,1
M06369,Type_05,63.16,0.35,215.8,14.39,2.795,509.8,0
M06370,Type_03,71.72,2.57,211.6,11.03,2.101,446.3,0
M06371,Type_14,59.99,2.19,219.9,15.13,2.994,811.8,0
M06372,Type_04,69.73,2.62,214.4,14.26,2.752,602.9,0
M06373,Type_12,80.42,1.53,219.2,15.22,3.003,827.8,0
M06374,Type_11,67.63,2.06,223.4,11.96,2.405,787.1,0
M06375,Type_11,74.14,0.1,217.8,15.14,2.968,144.2,0
M06376,Type_24,63.21,2.06,210.2,17.91,3.388,98.1,0
M06377,Type_20,64.74,2.88,223.5,11.64,2.341,305.7,0
M06378,Type_03,50.84,1.71,214.7,10.67,2.062,139.2,0
M06379,Type_07,69.84,0.1,221.9,11.59,2.315,348.7,0
M06380,Type_11,65.63,2.2,220.1,15.38,3.047,823.4,0
M06381,Type_16,71.17,3.0,224.0,15.3,3.084,453.8,0
M06382,Type_16,114.49,8.0,243.3,49.54,10.848,534.7,1
M06383,Type_10,57.57,1.67,225.8,12.13,2.465,574.9,0
M06384,Type_03,55.49,3.07,220.5,15.77,3.13,259.2,0
M06385,Type_25,41.9,2.4,218.2,16.6,3.26,740.1,0
M06386,Type_24,53.96,0.83,221.2,16.72,3.329,747.9,0
M06387,Type_17,59.99,2.86,218.8,17.24,3.395,903.2,0
M06388,Type_15,56.86,3.47,209.7,21.83,4.12,870.5,1
M06389,Type_10,57.87,1.77,224.3,7.44,1.502,499.3,0
M06390,Type_02,71.96,0.73,218.9,12.59,2.48,337.7,0
M06391,Type_11,55.75,0.97,218.0,14.28,2.802,741.4,0
M06392,Type_16,72.77,1.38,212.6,23.19,4.437,590.2,0
M06393,Type_24,52.95,2.64,213.0,13.5,2.588,580.8,0
M06394,Type_11,60.26,3.16,227.5,56.72,11.613,80.0,1
M06395,Type_05,62.58,3.41,217.2,15.49,3.028,836.5,0
M06396,Type_06,63.82,1.03,224.2,16.0,3.228,141.9,0
M06397,Type_21,68.63,2.49,215.0,18.78,3.634,300.1,0
M06398,Type_14,72.46,1.53,230.4,17.87,3.706,500.4,1
M06399,Type_01,65.01,2.19,214.4,12.91,2.491,663.2,0
M06400,Type_13,110.5,6.58,242.1,45.21,9.851,876.2,1
M06401,Type_11,65.78,1.2,216.7,12.13,2.366,488.8,0
M06402,Type_25,69.43,4.58,219.4,12.65,2.498,901.7,0
M06403,Type_08,66.04,1.01,222.5,16.05,3.214,792.6,0
M06404,Type_24,72.66,2.38,218.1,12.4,2.434,787.7,0
M06405,Type_08,65.92,0.26,212.2,16.17,3.088,72.1,0
M06406,Type_23,79.96,1.92,225.9,14.41,2.93,792.1,0
M06407,Type_10,76.92,2.81,215.2,14.2,2.75,83.1,0
M06408,Type_11,59.58,2.21,214.4,17.88,3.45,355.2,0
M06409,Type_24,78.09,3.53,212.2,16.8,3.208,175.7,0
M06410,Type_04,64.17,2.06,222.3,9.69,1.939,964.2,0
M06411,Type_14,73.4,1.88,223.9,14.48,2.918,227.0,0
M06412,Type_17,49.0,1.04,217.6,17.12,3.353,700.1,0
M06413,Type_11,64.3,0.73,223.4,15.68,3.153,176.6,0
M06414,Type_16,58.15,0.32,216.9,15.42,3.01,852.3,0
M06415,Type_07,83.23,1.09,216.0,17.78,3.456,135.8,0
M06416,Type_15,67.59,1.04,225.4,22.12,4.487,930.5,0
M06417,Type_06,64.73,2.74,222.1,14.32,2.862,738.1,0
M06418,Type_18,55.33,0.59,223.9,14.6,2.942,360.8,0
M06419,Type_19,77.19,0.92,223.9,7.49,1.509,775.6,1
M06420,Type_16,71.31,1.07,215.3,14.35,2.781,175.4,0
M06421,Type_21,83.87,1.57,218.7,11.43,2.25,314.6,1
M06422,Type_08,72.75,1.28,224.0,16.14,3.254,556.5,0
M06423,Type_08,61.85,2.32,212.5,11.24,2.15,652.0,0
M06424,Type_11,52.87,3.8,221.0,10.41,2.071,809.1,0
M06425,Type_19,42.36,1.66,200.0,13.28,2.39,433.0,1
M06426,Type_07,59.23,2.36,216.3,16.04,3.123,392.6,0
M06427,Type_06,82.54,2.78,216.9,12.25,2.391,173.0,0
M06428,Type_02,78.96,1.73,216.5,13.65,2.66,267.9,0
M06429,Type_18,71.18,2.77,219.6,15.81,3.125,122.5,0
M06430,Type_17,73.23,2.2,201.7,13.25,2.405,667.2,1
M06431,Type_07,64.27,10.43,227.8,13.22,2.71,590.7,1
M06432,Type_25,47.88,1.95,217.9,13.4,2.628,165.2,0
M06433,Type_25,81.42,2.17,224.8,11.17,2.26,310.4,0
M06434,Type_11,64.87,1.51,223.2,12.03,2.417,134.7,0
M06435,Type_07,71.95,1.95,227.9,23.81,4.884,699.6,0
M06436,Type_14,55.06,2.6,221.4,17.61,3.509,209.0,0
M06437,Type_05,82.46,0.1,224.9,18.98,3.842,479.6,0
M06438,Type_09,49.82,2.1,206.9,13.78,2.566,147.1,0
M06439,Type_16,58.4,0.1,216.3,19.57,3.81,66.5,0
M06440,Type_16,57.12,2.83,217.0,15.13,2.955,823.7,0
M06441,Type_09,77.46,1.95,213.6,14.37,2.762,743.5,0
M06442,Type_23,52.5,0.37,227.8,14.09,2.889,799.8,0
M06443,Type_18,68.68,3.2,227.0,12.27,2.507,311.5,0
M06444,Type_19,86.39,0.1,218.8,15.66,3.084,947.2,0
M06445,Type_03,82.98,2.12,219.4,17.17,3.39,924.4,1
M06446,Type_02,82.76,1.45,220.7,15.16,3.011,463.2,1
M06447,Type_19,65.72,1.9,221.8,13.77,2.749,954.3,0
M06448,Type_19,65.99,1.29,218.9,14.2,2.798,661.9,0
M06449,Type_22,63.68,2.19,212.4,15.22,2.909,666.5,0
M06450,Type_23,101.96,0.85,226.5,15.71,3.202,234.1,1
M06451,Type_22,73.69,3.09,219.3,18.1,3.572,847.5,0
M06452,Type_01,65.72,1.18,222.0,12.76,2.549,781.2,0
M06453,Type_09,62.31,1.85,214.6,18.57,3.587,747.4,0
M06454,Type_04,63.49,2.38,216.1,17.0,3.306,633.0,0
M06455,Type_04,56.2,1.69,222.5,11.2,2.243,134.3,0
M06456,Type_15,80.29,2.61,220.0,18.61,3.685,556.4,0
M06457,Type_05,76.53,1.4,240.4,16.4,3.548,599.7,1
M06458,Type_07,70.13,0.7,224.0,21.42,4.318,273.6,0
M06459,Type_13,107.55,6.59,242.5,45.63,9.959,475.5,1
M06460,Type_04,65.08,0.97,224.7,10.07,2.036,545.4,0
M06461,Type_20,52.34,1.97,225.8,18.01,3.66,163.2,0
M06462,Type_16,67.3,3.44,219.4,19.85,3.92,262.3,0
M06463,Type_14,63.27,1.52,224.6,15.51,3.135,702.4,0
M06464,Type_21,62.41,2.95,219.2,15.48,3.054,183.6,0
M06465,Type_24,64.06,0.95,219.6,13.13,2.595,956.8,0
M06466,Type_21,56.37,1.2,212.5,10.97,2.098,632.6,0
M06467,Type_03,78.8,2.11,225.7,14.42,2.929,432.9,0
M06468,Type_03,60.58,1.22,219.2,16.75,3.304,382.9,0
M06469,Type_13,66.78,3.3,218.4,45.39,8.922,435.7,1
M06470,Type_02,70.02,1.65,212.3,14.81,2.83,61.5,0
M06471,Type_06,56.1,3.04,217.9,16.49,3.234,544.2,0
M06472,Type_01,73.35,2.03,215.2,13.16,2.549,340.9,0
M06473,Type_10,62.71,2.21,221.3,11.66,2.322,439.8,0
M06474,Type_23,63.88,3.37,232.0,13.01,2.716,974.4,0
M06475,Type_13,64.39,1.61,223.8,12.25,2.467,456.2,0
M06476,Type_11,82.35,1.5,219.7,16.39,3.241,94.0,0
M06477,Type_24,57.1,2.01,222.3,7.48,1.497,305.4,0
M06478,Type_18,77.35,2.85,215.8,18.14,3.523,842.7,0
M06479,Type_18,73.52,3.25,221.1,13.3,2.647,740.9,0
M06480,Type_19,52.95,0.1,223.8,51.19,10.311,470.0,1
M06481,Type_04,39.66,0.38,217.5,14.28,2.795,749.0,0
M06482,Type_17,71.57,3.51,229.2,11.36,2.343,215.5,0
M06483,Type_07,71.14,2.53,226.3,6.18,1.259,152.9,1
M06484,Type_24,53.88,2.1,221.4,13.39,2.668,562.2,0
M06485,Type_16,84.42,1.78,220.9,14.99,2.98,524.6,0
M06486,Type_25,72.66,0.7,215.5,13.99,2.713,768.4,0
M06487,Type_22,62.14,0.55,222.9,17.61,3.533,682.5,0
M06488,Type_08,81.61,2.34,216.5,16.69,3.252,964.3,0
M06489,Type_21,59.49,0.1,221.0,16.28,3.238,582.6,0
M06490,Type_19,52.34,2.95,209.8,11.81,2.23,783.7,0
M06491,Type_25,44.52,2.12,225.6,12.41,2.52,628.8,0
M06492,Type_15,85.97,1.5,224.6,12.22,2.47,759.6,0
M06493,Type_09,66.04,0.1,242.3,15.4,3.358,839.5,1
M06494,Type_25,58.97,2.01,219.8,11.67,2.309,557.3,0
M06495,Type_04,59.94,3.24,221.1,10.04,1.998,268.0,0
M06496,Type_21,69.56,4.59,210.3,13.52,2.559,952.6,0
M06497,Type_01,48.87,0.1,221.0,20.87,4.151,636.4,0
M06498,Type_19,50.66,2.63,211.8,15.08,2.875,813.9,0
M06499,Type_24,62.23,0.1,218.9,17.02,3.353,602.3,0
M06500,Type_17,63.82,0.74,217.3,14.17,2.771,245.9,0
M06501,Type_09,56.8,2.33,219.2,18.98,3.744,981.7,0
M06502,Type_01,49.61,0.75,222.9,13.09,2.626,549.5,0
M06503,Type_10,92.67,2.0,244.9,12.14,2.676,827.9,1
M06504,Type_12,45.25,3.46,211.0,11.9,2.26,744.3,0
M06505,Type_02,46.46,0.47,221.6,21.54,4.296,972.4,0
M06506,Type_10,63.97,2.48,219.8,52.45,10.376,396.1,1
M06507,Type_08,62.92,2.63,243.2,15.34,3.358,382.8,1
M06508,Type_16,61.94,2.61,216.6,18.27,3.562,550.2,0
M06509,Type_25,60.67,2.34,217.1,12.47,2.437,829.5,0
M06510,Type_23,100.97,12.61,241.6,55.29,12.022,141.9,1
M06511,Type_24,91.35,1.21,221.1,15.25,3.035,129.8,1
M06512,Type_10,71.53,3.02,216.0,18.61,3.618,607.5,0
M06513,Type_01,54.76,2.17,221.1,15.28,3.041,262.9,0
M06514,Type_19,103.97,2.71,228.8,10.61,2.185,568.8,1
M06515,Type_18,67.31,4.05,242.9,19.09,4.173,531.1,1
M06516,Type_19,41.56,1.63,230.1,15.6,3.231,670.6,0
M06517,Type_05,52.22,2.26,211.3,16.85,3.204,923.0,0
M06518,Type_18,67.25,1.86,222.8,16.4,3.289,604.1,0
M06519,Type_22,62.25,4.0,220.6,17.5,3.474,278.0,0
M06520,Type_14,63.43,0.98,220.8,3.28,0.652,329.1,1
M06521,Type_04,64.26,1.95,224.9,18.76,3.797,422.3,0
M06522,Type_02,72.84,1.03,216.3,15.83,3.082,443.8,0
M06523,Type_05,64.09,2.38,213.0,14.32,2.745,298.5,0
M06524,Type_13,59.93,1.9,216.0,20.59,4.003,937.7,0
M06525,Type_08,70.38,2.65,219.2,13.46,2.655,542.1,0
M06526,Type_06,65.75,0.76,215.1,14.37,2.782,128.7,0
M06527,Type_25,61.62,2.79,224.1,15.91,3.209,850.9,0
M06528,Type_17,65.38,1.98,221.0,10.52,2.092,821.9,0
M06529,Type_06,67.97,10.31,222.7,12.81,2.568,602.0,1
M06530,Type_03,80.2,0.1,212.2,9.66,1.845,892.1,1
M06531,Type_12,65.84,0.7,214.8,16.51,3.192,529.0,0
M06532,Type_01,72.29,2.79,213.3,16.14,3.098,75.5,0
M06533,Type_03,66.68,3.03,222.1,14.83,2.964,849.6,0
M06534,Type_08,72.7,1.45,215.8,12.32,2.393,540.3,0
M06535,Type_18,74.17,2.14,214.3,12.62,2.434,786.0,0
M06536,Type_14,59.03,3.89,226.0,11.43,2.325,55.9,0
M06537,Type_05,71.63,3.61,220.6,18.43,3.659,104.3,0
M06538,Type_07,67.84,4.66,224.7,10.98,2.22,824.5,0
M06539,Type_05,73.23,1.64,226.9,5.68,1.16,143.2,1
M06540,Type_22,61.57,2.93,217.2,15.25,2.981,434.3,0
M06541,Type_24,59.46,11.85,221.1,14.51,2.887,823.7,1
M06542,Type_01,58.54,0.99,212.0,9.96,1.9,570.4,0
M06543,Type_04,70.3,1.81,229.0,12.44,2.564,157.3,0
M06544,Type_15,67.64,1.27,220.1,12.37,2.45,979.8,0
M06545,Type_05,60.8,3.29,217.0,17.13,3.345,857.6,0
M06546,Type_10,63.9,2.4,224.3,17.42,3.517,203.8,0
M06547,Type_09,73.82,2.78,220.2,16.04,3.179,305.3,0
M06548,Type_01,71.48,2.73,218.1,10.82,2.124,56.8,0
M06549,Type_04,51.57,1.35,202.9,12.12,2.213,797.3,1
M06550,Type_25,81.26,2.63,216.0,16.76,3.258,804.1,0
M06551,Type_18,45.28,1.74,214.5,14.0,2.703,508.7,0
M06552,Type_12,56.39,2.52,217.1,8.25,1.612,223.4,0
M06553,Type_17,66.82,1.34,216.3,11.56,2.25,545.3,0
M06554,Type_14,56.82,1.7,214.9,12.2,2.36,383.3,0
M06555,Type_05,69.11,2.62,220.5,9.92,1.969,335.2,0
M06556,Type_25,80.04,2.04,224.4,15.95,3.221,228.0,0
M06557,Type_07,80.38,3.3,220.7,13.45,2.672,941.5,0
M06558,Type_21,63.17,2.83,213.4,17.68,3.396,508.9,0
M06559,Type_09,67.32,1.41,229.5,15.28,3.156,826.8,0
M06560,Type_05,75.2,3.18,214.0,16.71,3.218,119.2,0
M06561,Type_01,72.71,0.79,220.4,14.13,2.803,90.5,0
M06562,Type_21,63.98,4.68,215.1,12.5,2.42,151.2,0
M06563,Type_06,85.39,1.55,225.3,15.35,3.113,155.7,1
M06564,Type_21,48.31,1.74,222.2,15.57,3.114,798.8,0
M06565,Type_10,47.61,2.72,214.6,20.18,3.898,703.6,0
M06566,Type_12,38.68,5.36,222.6,14.71,2.947,426.7,1
M06567,Type_18,61.13,2.58,217.8,11.54,2.262,259.3,0
M06568,Type_01,65.79,2.98,219.7,14.72,2.911,182.1,0
M06569,Type_04,54.27,2.29,216.5,13.05,2.543,57.9,0
M06570,Type_07,83.85,3.31,222.1,15.52,3.102,406.2,0
M06571,Type_15,48.35,12.18,221.1,15.93,3.17,170.8,1
M06572,Type_02,65.94,1.33,235.2,5.88,1.245,498.8,1
M06573,Type_06,58.61,12.32,217.3,14.92,2.918,443.1,1
M06574,Type_07,52.47,2.63,215.2,13.66,2.646,242.6,0
M06575,Type_16,54.23,2.58,217.9,16.0,3.138,838.4,0
M06576,Type_14,49.88,1.23,218.6,15.41,3.032,882.4,0
M06577,Type_20,61.62,3.07,219.0,15.75,3.104,152.8,0
M06578,Type_04,71.97,0.38,218.7,10.69,2.104,595.3,0
M06579,Type_21,64.75,1.35,220.3,13.95,2.766,367.1,0
M06580,Type_14,57.31,2.3,217.3,14.48,2.832,487.6,0
M06581,Type_01,74.87,2.53,221.1,7.59,1.51,245.8,0
M06582,Type_03,92.56,1.03,225.0,13.87,2.809,411.3,1
M06583,Type_03,69.56,2.7,212.8,6.57,1.258,117.3,0
M06584,Type_11,63.72,2.55,223.6,17.41,3.504,736.0,0
M06585,Type_15,70.9,1.32,224.6,9.4,1.9,892.8,0
M06586,Type_15,72.75,2.37,228.1,16.24,3.334,762.2,0
M06587,Type_02,75.58,1.2,222.6,12.87,2.578,991.1,0
M06588,Type_09,69.65,0.68,216.2,16.31,3.174,485.1,0
M06589,Type_22,78.54,1.77,219.0,12.72,2.507,752.0,0
M06590,Type_04,59.21,1.8,222.9,16.77,3.364,178.6,0
M06591,Type_21,60.41,2.24,225.6,13.61,2.763,526.7,0
M06592,Type_08,67.07,1.74,224.3,18.39,3.712,984.2,0
M06593,Type_21,67.45,3.46,224.9,16.54,3.348,509.4,0
M06594,Type_18,58.66,2.38,226.2,16.85,3.43,836.0,0
M06595,Type_04,63.51,2.2,217.4,13.35,2.612,758.1,0
M06596,Type_14,66.71,1.93,217.6,10.57,2.07,634.3,0
M06597,Type_17,65.76,3.24,221.7,16.84,3.36,108.4,0
M06598,Type_07,84.11,0.85,228.2,10.85,2.228,241.4,0
M06599,Type_12,61.78,3.21,220.1,12.74,2.524,602.5,0
M06600,Type_20,67.21,1.42,222.9,8.5,1.705,239.9,0
M06601,Type_01,78.34,2.31,219.4,14.08,2.78,488.8,0
M06602,Type_21,42.88,3.56,234.5,14.57,3.075,477.0,1
M06603,Type_11,73.54,1.32,222.7,11.83,2.371,740.0,0
M06604,Type_16,55.65,1.11,219.2,18.91,3.731,914.6,0
M06605,Type_11,72.3,1.47,222.2,18.85,3.77,563.9,0
M06606,Type_02,80.38,1.28,222.6,11.6,2.324,559.0,1
M06607,Type_01,51.77,2.99,211.0,18.66,3.544,521.3,0
M06608,Type_24,54.93,1.2,209.1,18.64,3.508,471.2,0
M06609,Type_08,65.38,2.03,222.2,14.49,2.898,184.7,0
M06610,Type_03,69.87,1.72,207.8,14.44,2.701,909.1,1
M06611,Type_02,47.46,1.7,216.8,17.33,3.381,281.5,0
M06612,Type_07,72.43,1.79,222.6,18.13,3.632,797.5,0
M06613,Type_18,68.66,1.41,218.7,15.96,3.141,582.7,0
M06614,Type_13,74.83,2.53,218.5,14.34,2.82,811.6,0
M06615,Type_23,74.04,1.46,200.0,18.9,3.402,834.9,1
M06616,Type_23,55.71,0.9,217.4,16.86,3.299,312.2,0
M06617,Type_02,51.4,2.96,222.3,18.88,3.777,679.6,0
M06618,Type_02,63.02,1.14,219.8,15.38,3.042,117.8,0
M06619,Type_21,76.15,0.78,209.8,13.81,2.608,382.3,0
M06620,Type_15,52.76,2.35,222.3,17.81,3.563,855.2,0
M06621,Type_23,59.22,1.74,219.2,14.18,2.797,558.1,0
M06622,Type_01,70.08,1.52,218.4,12.52,2.461,489.3,0
M06623,Type_23,52.67,3.53,226.1,17.34,3.529,928.0,0
M06624,Type_16,83.37,0.88,218.6,17.01,3.347,316.3,0
M06625,Type_08,73.53,3.05,222.3,19.63,3.927,111.6,0
M06626,Type_13,54.92,1.87,224.1,13.98,2.82,664.0,0
M06627,Type_16,61.71,2.11,210.7,16.25,3.081,322.9,0
M06628,Type_06,63.87,1.57,211.8,14.71,2.804,217.7,0
M06629,Type_08,55.39,1.63,224.6,15.21,3.075,186.0,0
M06630,Type_22,86.44,3.65,216.9,13.01,2.54,586.5,0
M06631,Type_10,84.78,1.4,221.1,9.41,1.872,574.4,0
M06632,Type_02,64.74,1.49,227.0,16.13,3.295,675.3,0
M06633,Type_11,65.01,1.72,226.9,11.11,2.269,157.4,0
M06634,Type_01,67.26,3.04,221.8,6.99,1.395,55.5,0
M06635,Type_12,67.34,2.79,223.7,15.46,3.113,875.4,0
M06636,Type_19,66.0,1.73,219.2,12.42,2.45,482.3,0
M06637,Type_14,67.36,1.14,219.7,12.74,2.519,406.6,0
M06638,Type_24,64.91,5.62,220.6,21.04,4.177,678.5,0
M06639,Type_05,97.07,1.05,219.7,16.74,3.31,188.1,0
M06640,Type_20,65.45,2.03,222.3,18.26,3.653,735.5,0
M06641,Type_09,63.14,2.32,218.2,11.91,2.339,985.1,0
M06642,Type_14,118.4,7.88,243.2,53.95,11.809,623.1,1
M06643,Type_17,53.39,2.02,224.5,20.79,4.201,108.0,0
M06644,Type_24,58.73,3.68,213.9,12.23,2.354,516.8,0
M06645,Type_11,81.55,3.32,221.8,14.42,2.879,705.5,0
M06646,Type_02,71.06,1.32,221.5,15.34,3.058,83.2,0
M06647,Type_12,61.15,0.1,226.0,14.97,3.045,261.2,0
M06648,Type_22,69.03,3.32,222.8,14.51,2.91,924.7,0
M06649,Type_11,77.7,1.78,215.8,12.98,2.521,383.2,0
M06650,Type_02,70.53,1.65,222.7,15.17,3.041,64.7,0
M06651,Type_13,69.62,2.51,222.6,17.13,3.432,812.3,0
M06652,Type_09,65.57,2.58,225.7,16.47,3.346,361.7,0
M06653,Type_06,67.74,1.12,225.9,14.24,2.895,824.5,0
M06654,Type_16,82.5,3.86,217.6,15.86,3.106,759.0,0
M06655,Type_19,59.18,3.76,221.5,13.55,2.701,935.6,0
M06656,Type_11,70.32,1.31,213.7,14.31,2.752,648.9,0
M06657,Type_22,111.86,7.14,239.9,42.92,9.267,258.0,1
M06658,Type_13,67.27,1.54,229.1,12.38,2.553,830.1,0
M06659,Type_02,85.72,8.38,245.8,41.59,9.201,913.8,1
M06660,Type_24,59.69,2.33,218.5,18.51,3.64,98.5,0
M06661,Type_10,68.64,3.98,217.1,17.3,3.38,598.9,0
M06662,Type_17,53.83,2.43,209.5,15.64,2.949,284.3,0
M06663,Type_12,62.71,0.98,230.0,17.55,3.633,161.4,0
M06664,Type_12,59.25,3.14,229.4,11.44,2.362,287.6,0
M06665,Type_21,62.61,2.37,216.3,10.87,2.116,657.7,0
M06666,Type_08,59.21,2.37,221.0,18.35,3.65,991.2,0
M06667,Type_14,69.29,2.13,210.5,14.91,2.825,637.2,0
M06668,Type_06,77.07,1.48,224.3,14.79,2.986,197.3,0
M06669,Type_15,89.26,1.2,224.3,15.07,3.042,133.4,0
M06670,Type_22,83.73,2.38,216.1,13.66,2.657,719.8,0
M06671,Type_14,64.88,2.9,218.8,10.49,2.066,992.2,0
M06672,Type_19,65.32,0.19,218.3,18.36,3.607,386.7,0
M06673,Type_07,56.77,2.72,218.4,14.44,2.838,521.6,0
M06674,Type_04,63.02,3.1,223.0,11.91,2.39,317.1,0
M06675,Type_22,68.3,0.87,218.1,18.59,3.649,947.0,0
M06676,Type_03,54.18,0.83,224.4,13.13,2.652,735.7,0
M06677,Type_18,72.4,2.01,222.3,19.55,3.911,791.4,0
M06678,Type_05,61.4,1.46,224.1,14.23,2.87,865.3,0
M06679,Type_20,59.63,1.65,214.9,14.21,2.748,920.2,0
M06680,Type_25,61.31,2.1,219.2,14.38,2.837,710.8,0
M06681,Type_25,57.77,2.75,228.4,12.7,2.611,86.7,0
M06682,Type_12,72.82,2.72,220.4,15.76,3.126,139.6,0
M06683,Type_21,60.2,1.03,221.3,14.99,2.986,72.1,0
M06684,Type_08,59.58,1.61,231.0,15.66,3.256,316.9,0
M06685,Type_13,70.38,0.57,228.1,19.13,3.927,869.7,0
M06686,Type_02,74.39,1.21,210.4,12.74,2.412,249.9,0
M06687,Type_03,50.46,1.57,221.3,11.91,2.372,421.7,0
M06688,Type_05,77.0,4.46,229.3,20.2,4.169,349.8,0
M06689,Type_24,76.86,2.96,208.0,20.67,3.869,431.2,0
M06690,Type_07,70.75,3.3,214.6,12.03,2.323,132.6,0
M06691,Type_07,61.4,2.81,222.3,14.4,2.881,788.0,0
M06692,Type_11,97.87,2.39,215.5,18.86,3.658,968.6,1
M06693,Type_20,47.69,2.33,221.1,2.49,0.495,943.9,1
M06694,Type_02,73.9,2.91,228.3,12.89,2.649,410.9,0
M06695,Type_14,69.83,3.5,225.2,18.33,3.715,711.8,0
M06696,Type_11,86.27,1.47,229.1,13.89,2.864,252.7,0
M06697,Type_09,61.54,1.93,210.4,14.36,2.719,216.9,0
M06698,Type_20,76.55,1.13,215.8,17.88,3.473,355.6,0
M06699,Type_07,63.61,3.06,225.9,8.44,1.716,376.9,1
M06700,Type_21,59.87,2.42,218.3,15.79,3.102,316.8,0
M06701,Type_21,43.04,1.11,220.6,16.64,3.304,97.5,0
M06702,Type_20,62.81,1.53,228.6,16.7,3.436,107.2,0
M06703,Type_14,73.84,2.4,215.9,16.28,3.163,794.1,0
M06704,Type_17,94.82,7.34,242.8,51.55,11.265,328.8,1
M06705,Type_13,83.29,3.71,242.8,17.87,3.905,891.1,1
M06706,Type_18,78.31,2.52,223.6,18.11,3.644,524.0,0
M06707,Type_01,111.77,3.4,215.6,15.47,3.002,474.4,1
M06708,Type_22,58.45,1.37,222.4,15.1,3.022,612.2,0
M06709,Type_11,63.72,2.67,222.2,15.93,3.186,971.4,0
M06710,Type_25,64.33,0.87,212.4,16.21,3.099,999.3,0
M06711,Type_06,64.7,0.66,216.0,16.29,3.167,398.8,0
M06712,Type_18,59.17,0.25,222.1,15.04,3.006,514.8,0
M06713,Type_15,79.53,2.13,218.4,12.05,2.369,831.4,0
M06714,Type_01,61.78,1.29,220.8,14.2,2.822,676.5,0
